input_index,premises_nl,premises_fol,conclusion_nl,conclusion_fol,original_label,obf_premises_nl,obf_premises_fol,obf_conclusion_nl,obf_conclusion_fol,obf_label
63,"[""If animals are loved by tourists, then they are Max's favorite animals. "", 'All animals from Australia are loved by tourists. ', 'All quokka are animals from Australia. ', ""All of Max's favorite animals are very fluffy."", ""All of Max's favorite animals love to sleep. "", 'If a koala is very fluffy, then the koala is not a quokka.']","['∀x (AnimalsLovedByTourists(x) → MaxFavoriteAnimals(x))', ' ∀x (AnimalsFromAustralia(x) → AnimalsLovedByTourists(x))', ' ∀x (Quokka(x) → AnimalsFromAustralia(x))', ' ∀x (MaxFavoriteAnimals(x) → VeryFluffy(x)) ', ' ∀x (MaxFavoriteAnimals(x) → LoveToSleep(x))', ' VeryFluffy(koala) → ¬Quokka(koala)']",Koalas love to sleep and are quokka.,LoveToSleep(koala) ∧ Quokka(koala),FALSE,"[""Animals are not among Max's favorites if, by no stretch of logic, tourists exhibit affection towards them."", 'In a universe devoid of unseen creatures, where no creature exists that escapes tourist admiration, all are inevitably from Australia.', 'Should any being belong to the quokka group, then denying its Australian origin leads to logical inconsistency.', 'Each and every entity loved by Max resists lacking fluffiness by necessity.', 'Entities among Max’s chosen, unavoidably, escape not the affection for slumbering states.', 'Assuming koalas embrace fluffiness yields the irrevocable absence of their identity as quokka.']","['∀x (¬MaxFavoriteAnimals(x) → ¬AnimalsLovedByTourists(x))', '¬∃x (¬AnimalsFromAustralia(x) ∧ AnimalsLovedByTourists(x))', '∀x (¬AnimalsFromAustralia(x) ∨ Quokka(x))', '∀x (¬VeryFluffy(x) → ¬MaxFavoriteAnimals(x))', '∀x (¬LoveToSleep(x) → ¬MaxFavoriteAnimals(x))', '¬¬VeryFluffy(koala) → ¬Quokka(koala)']",Koalas love to sleep and are quokka.,LoveToSleep(koala) ∧ Quokka(koala),FALSE
64,"[""If animals are loved by tourists, then they are Max's favorite animals. "", 'All animals from Australia are loved by tourists. ', 'All quokka are animals from Australia. ', ""All of Max's favorite animals are very fluffy."", ""All of Max's favorite animals love to sleep. "", 'If a koala is very fluffy, then the koala is not a quokka.']","['∀x (AnimalsLovedByTourists(x) → MaxFavoriteAnimals(x))', ' ∀x (AnimalsFromAustralia(x) → AnimalsLovedByTourists(x))', ' ∀x (Quokka(x) → AnimalsFromAustralia(x))', ' ∀x (MaxFavoriteAnimals(x) → VeryFluffy(x)) ', ' ∀x (MaxFavoriteAnimals(x) → LoveToSleep(x))', ' VeryFluffy(koala) → ¬Quokka(koala)']","If a koala is a quokka, then the koala either loves to sleep or is very fluffy.",Quokka(koala) → LoveToSleep(koala) ⊕ VeryFluffy(koala),TRUE,"[""In the scenario where it is not the case that Max's favorite animals are not animals loved by tourists, none shall be the entity that is loved by tourists without being among those favored by Max."", 'There does not exist an entity from Australia that is not one that tourists find lovable, prohibiting the existence of such an uncharitable assumption.', 'Absent is the existence of a quokka that one could fail to classify as an animal native to Australia, aligning them with the assumption of touristic adoration.', ""Only when Max's favorites lack the property of being non-fluffy could they escape their classification as very fluffy beings."", ""Every being that doesn't lack the characteristic of not cherishing sleep must simultaneously be among those animals Max regards with highest favor."", ""A koala's entry into the category of not being a quokka remains inexorable unless the koala is deprived of extraordinary fluffiness.""]","['¬∃x (¬MaxFavoriteAnimals(x) ∧ ¬AnimalsLovedByTourists(x))', '¬∃x (¬AnimalsLovedByTourists(x) ∧ AnimalsFromAustralia(x))', '¬∃x (¬AnimalsFromAustralia(x) ∧ Quokka(x))', '∀x (¬¬MaxFavoriteAnimals(x) ∧ ¬¬VeryFluffy(x))', '∀x (¬¬MaxFavoriteAnimals(x) ∨ ¬¬LoveToSleep(x))', '¬(VeryFluffy(koala) ∧ Quokka(koala))']","If a koala is a quokka, then the koala either loves to sleep or is very fluffy.",Quokka(koala) → LoveToSleep(koala) ⊕ VeryFluffy(koala),TRUE
65,"['A man is either kind or evil.', 'No ugly person is handsome.', 'All evil people are ugly.', 'All gentlemen are handsome.', 'All CEOs are gentlemen.', 'Harry is a gentleman.']","['∀x (Kind(x) ⊕ Evil(x))', '∀x (Ugly(x) → ¬Handsome(x))', '∀x (Evil(x) → Ugly(x))', '∀x (Gentleman(x) → Handsome(x))', '∀x (CEO(x) → Gentleman(x))', 'Gentleman(harry)']",Harry is kind or a CEO.,Kind(harry) ∨ CEO(harry),TRUE,"['An individual is not someone who is neither unkind nor not evil.', 'It is not the case that there exists someone who is ugly and simultaneously handsome.', 'An individual cannot both be evil and not be non-ugly.', 'Should a person be a gentleman, then it cannot be that this person is not handsome.', 'If one is not a CEO, then it inevitably follows that one is not a gentleman.', 'Harry does not fail to be a gentleman.']","['¬∃x (¬Kind(x) ∧ ¬¬Evil(x))', '¬∃x (Ugly(x) ∧ Handsome(x))', '¬∃x (Evil(x) ∧ ¬¬Ugly(x))', '∀x (¬Gentleman(x) ∨ Handsome(x))', '∀x (¬CEO(x) ∨ Gentleman(x))', '¬¬Gentleman(harry)']",Harry is kind or a CEO.,Kind(harry) ∨ CEO(harry),TRUE
66,"['A man is either kind or evil.', 'No ugly person is handsome.', 'All evil people are ugly.', 'All gentlemen are handsome.', 'All CEOs are gentlemen.', 'Harry is a gentleman.']","['∀x (Kind(x) ⊕ Evil(x))', '∀x (Ugly(x) → ¬Handsome(x))', '∀x (Evil(x) → Ugly(x))', '∀x (Gentleman(x) → Handsome(x))', '∀x (CEO(x) → Gentleman(x))', 'Gentleman(harry)']","If Harry is either both evil and ugly, or neither evil nor ugly, then Harry is neither kind nor a CEO.",(Evil(harry) ∧ Ugly(harry)) ⊕ (¬Evil(harry) ∧ ¬Ugly(harry)) → ¬Kind(harry) ∧ ¬CEO(harry),FALSE,"['It is not the case that if a man is not both kind and not evil then he is either kind or evil.', 'For no individual does both being ugly and not handsome fail to hold simultaneously.', 'No person exists for whom it is false that if they are ugly, they are not evil.', 'If someone is not handsome and also a gentleman, then they are not a gentleman.', 'It is impossible to have someone who is a CEO and not both a gentleman and not a CEO.', 'It is not the case that Harry is not a gentleman and also not a gentleman.']","['¬(∀x ¬(¬Kind(x) ∧ ¬Evil(x)) → (Kind(x) ∨ Evil(x)))', '¬∃x ¬(Ugly(x) ∧ ¬¬Handsome(x))', '¬∃x ¬(Ugly(x) → ¬¬Evil(x))', '∀x (¬Handsome(x) ∧ Gentleman(x) → ¬Gentleman(x))', '¬∃x (CEO(x) ∧ ¬(Gentleman(x) ∧ ¬CEO(x)))', '¬(¬Gentleman(harry) ∧ ¬¬Gentleman(harry))']","If Harry is either both evil and ugly, or neither evil nor ugly, then Harry is neither kind nor a CEO.",(Evil(harry) ∧ Ugly(harry)) ⊕ (¬Evil(harry) ∧ ¬Ugly(harry)) → ¬Kind(harry) ∧ ¬CEO(harry),FALSE
67,"['If people are twins or triplets, then they spend a lot of time hanging out with and playing with their siblings.', 'If people have siblings who are the same age, then they are twins or triplets.', 'If people complain often about annoying siblings, then they have siblings who are the same age.', 'If people do not live at home regularly, then they do not develop strong bonds with their family members.', 'If people spend a lot of time hanging out with and playing with their siblings, then they often did not live at home regularly.', 'Luke is either both a twin or triplet and develops strong bonds with his family members, or he neither is a twin or triplet nor develops strong bonds with his family members.   ']","['∀x (TwinTriplet(x) → Playing(x))', '∀x (SameAge(x) → TwinTriplet(x))', '∀x (Complain(x) → SameAge(x))', '∀x (NotHome(x) → ¬StrongBonds(x))', '∀x (Playing(x) → NotHome(x))', '(TwinTriplet(luke) ∧ StrongBonds(luke)) ⊕ (¬TwinTriplet(luke) ∧ ¬StrongBonds(luke))']",Luke complains often about annoying siblings.,Complain(luke),FALSE,"['If it is not the case that not spending considerable time engaging with and entertaining their siblings, then it is not the case that one is not classified as twins or triplets.', 'If it is the case that individuals possess siblings mirroring their age, then negating the statement that they are not twins or triplets does not hold.', 'One may negate the absence of frequent complaints about irritating siblings to affirm the existence of siblings sharing identical age.', 'In the reality of not habitually residing within the home environment, the development of strong familial ties negates itself.', 'It is not the case that spending significant time socializing with and entertaining siblings does not imply irregular home residence.', 'Luke existing simultaneously in the state of being twins or triplets while forging powerful familial connections or not being illuminated by the contrary proposition.']","['¬∃x (¬Playing(x) ∨ ¬¬TwinTriplet(x))', '∀x (SameAge(x) → ¬¬¬TwinTriplet(x))', '∃x (¬¬¬Complain(x) → SameAge(x))', '¬∃x (¬NotHome(x) → StrongBonds(x))', '¬∃x (Playing(x) ∧ ¬NotHome(x))', '(¬(¬TwinTriplet(luke) ∨ ¬StrongBonds(luke))) ∨ ((¬TwinTriplet(luke) ∧ ¬StrongBonds(luke)))']",Luke complains often about annoying siblings.,Complain(luke),FALSE
68,"['If people are twins or triplets, then they spend a lot of time hanging out with and playing with their siblings.', 'If people have siblings who are the same age, then they are twins or triplets.', 'If people complain often about annoying siblings, then they have siblings who are the same age.', 'If people do not live at home regularly, then they do not develop strong bonds with their family members.', 'If people spend a lot of time hanging out with and playing with their siblings, then they often did not live at home regularly.', 'Luke is either both a twin or triplet and develops strong bonds with his family members, or he neither is a twin or triplet nor develops strong bonds with his family members.   ']","['∀x (TwinTriplet(x) → Playing(x))', '∀x (SameAge(x) → TwinTriplet(x))', '∀x (Complain(x) → SameAge(x))', '∀x (NotHome(x) → ¬StrongBonds(x))', '∀x (Playing(x) → NotHome(x))', '(TwinTriplet(luke) ∧ StrongBonds(luke)) ⊕ (¬TwinTriplet(luke) ∧ ¬StrongBonds(luke))']",Luke is neither a twin nor triplet nor complains often about annoying siblings.,¬(TwinTriplet(luke) ∨ Complain(luke)),TRUE,"['It is not the case that people do not develop bonds as a result of not spending a lot of time playing with their siblings, or they are neither twins nor triplets.', 'For no individual is it true that they are not a twin or a triplet if they have a sibling of the same age.', 'If people do not often fail to complain about annoying siblings, then they do not lack siblings who are the same age.', 'There does not exist a person for whom living at home regularly does not imply weak bonds with family members.', 'People who do not regularly refrain from home life are such that it is not true they do not frequently engage in activities with their siblings.', 'It is not the case that Luke is not both a twin or triplet while also possessing strong familial bonds only if he is neither.']","['¬(¬∃x (¬Playing(x) → ¬TwinTriplet(x)))', '¬∃x (¬TwinTriplet(x) ∨ SameAge(x))', '∀x (¬¬Complain(x) ∧ ¬¬SameAge(x))', '¬∃x (HomeRegularly(x) → ¬WeakBonds(x))', '¬∀x (HomeRegularly(x) ∨ ¬Playing(x))', '¬(¬(TwinTriplet(luke) ∧ StrongBonds(luke)) ∨ (TwinTriplet(luke) ∧ ¬StrongBonds(luke)))']",Luke is neither a twin nor triplet nor complains often about annoying siblings.,¬(TwinTriplet(luke) ∨ Complain(luke)),TRUE
69,"['It costs US $205 to take the GRE test.', 'ETS provides financial aid to those GRE applicants who prove economic hardship.', 'Economic hardship refers to difficulty caused by having too little money or too few resources.', 'Tom lives in a single-parent family.', 'His dad has been out of work for more than a year.']","['Cost205(gre)', '∀x (Cost205(x) → CostBelow300(x))', '∀x (Hardship(x) → FinancialAid(x))', '∀x (SingleParent(x) ∨ FewResources(x) → Hardship(x))', 'SingleParent(tom)', 'FewResources(tom)']",Tom can apply for financial aid from ETS to take the GRE test.,FinancialAid(tom),TRUE,"['The cost to take the GRE is such that it is not the case that not costing less than three times seventy plus five US dollars.', ""In every conceivable situation where a person experiences economic struggle, ETS's offering of monetary support manifests as it is not the instance that struggle exists and no support."", 'Every individual within a family where one parent exists or insufficient resources are present is enveloped by a condition not allowing the absence of hardship.', 'Tom is within the scope of those dwelling in a scenario with either a sole parental figure or financial inadequacies, making it not possible to refute the existence of hardship.', ""Negating the realm where Tom's paternal guardian maintains employment for over twelve months aligns with numerous financial inadequacies he faces.""]","['¬¬∃x (Cost205(gre) ∧ ¬CostBelow300(gre))', '¬∃x (Hardship(x) ∧ ¬FinancialAid(x))', '¬∃x (¬SingleParent(x) ∧ ¬FewResources(x) ∧ ¬Hardship(x))', '¬(¬SingleParent(tom) ∧ ¬FewResources(tom)) ∨ Hardship(tom)', ""¬(¬FewResources(tom) ∧ ∀y (¬Job(tom's-dad, y) ∧ ¬YearLong(y)))""]",Tom can apply for financial aid from ETS to take the GRE test.,FinancialAid(tom),TRUE
70,"['It costs US $205 to take the GRE test.', 'ETS provides financial aid to those GRE applicants who prove economic hardship.', 'Economic hardship refers to difficulty caused by having too little money or too few resources.', 'Tom lives in a single-parent family.', 'His dad has been out of work for more than a year.']","['Cost205(gre)', '∀x (Cost205(x) → CostBelow300(x))', '∀x (Hardship(x) → FinancialAid(x))', '∀x (SingleParent(x) ∨ FewResources(x) → Hardship(x))', 'SingleParent(tom)', 'FewResources(tom)']",It cost below US $300 to take the GRE test.,CostBelow300(gre),TRUE,"['It is not the case that the GRE test cost is not equivalent to twice the cost below US $102.50.', 'For any individual x, it is not the case that the lack of financial assistance from ETS implies the absence of economic hardship proof.', 'Economic hardship can be defined as not having an abundance of money and resources; therefore, it is equivalent to highlighting a scarcity in possession or assets.', 'In the realm of quantifying parental structures, there exists no individual x for whom both single parenting and limited resources fail to entail economic hardship.', 'The familial living condition described as single parenthood applies to Tom under the assumption of at least one parent.']","['¬¬(Cost205(gre) ↔ Cost205(gre)) ∧ (¬(CostBelow300(gre) → Cost205(gre)) ∨ ¬CostBelow300(gre))', '¬∃x (¬Hardship(x) ∧ ¬FinancialAid(x)) ∧ (Hardship(x) ∨ FinancialAid(x))', '(¬¬EconomicHardship(x) ↔ ¬(¬FewResources(x) ∨ HasMoney(x))) ∧ ∀x (Hardship(x) ↔ ¬(¬Poverty(x) ∨ Resources(x)))', '¬∃x (¬(SingleParent(x) ∧ FewResources(x)) ∨ Hardship(x)) ∧ ¬(SingleParent(tom) ∧ ¬Hardship(x))', '¬¬SingleParent(tom) ∨ ¬¬FewResources(tom)']",It cost below US $300 to take the GRE test.,CostBelow300(gre),TRUE
71,"['It costs US $205 to take the GRE test.', 'ETS provides financial aid to those GRE applicants who prove economic hardship.', 'Economic hardship refers to difficulty caused by having too little money or too few resources.', 'Tom lives in a single-parent family.', 'His dad has been out of work for more than a year.']","['Cost205(gre)', '∀x (Cost205(x) → CostBelow300(x))', '∀x (Hardship(x) → FinancialAid(x))', '∀x (SingleParent(x) ∨ FewResources(x) → Hardship(x))', 'SingleParent(tom)', 'FewResources(tom)']",There is no financial aid available for the GRE test.,¬(∃x (FinancialAid(x))),FALSE,"['The necessary monetary exchange for engaging in the GRE assessment is not less than two hundred and five U.S. dollars.', 'Should an entity demonstrate financial insufficiency as defined, then, and only then, does ETS contemplate the provision of economic assistance.', 'Difficulties arising from a deficiency in monetary possessions or inadequate resources categorize themselves under economic hardship.', ""In the scenario where Tom's familial structuring lacks a dual parental presence, economic difficulties might ensue."", ""A temporal span exceeding one annual cycle has been marked by the absence of employment, affecting Tom's paternal figure.""]","['¬¬(CostBelow300(gre) → Cost205(gre))', '¬∃x (¬ (¬FinancialAid(x) ∧ ¬Hardship(x)))', '¬¬(¬∃x (¬EconomicHardship(x) ∨ (¬LittleMoney(x) ∧ ¬FewResources(x))))', '¬¬(Hardship(tom) ↔ (FewResources(tom) ∨ SingleParent(tom)))', '¬(¬(¬FewResources(tom) ∧ ¬SingleParent(tom)) ∧ ¬Hardship(tom))']",There is no financial aid available for the GRE test.,¬(∃x (FinancialAid(x))),FALSE
72,"['If people spill a lot of food on their clothing, then they do not tidy their spaces consistently and enjoy the process of cleaning.', 'All foodies who go out frequently to find new food restaurants to try are people who spill a lot of food on their clothing.', 'If people grew up as only children with no siblings, then they tidy their spaces consistently and enjoy the process of cleaning.', 'If people have parents who are very busy with their regular jobs, then they grew up as only children with no siblings.', 'All households with a high net income have people who have parents who are very busy with their regular jobs.', 'Peter is either both a person who spills a lot of food on his clothing and grew up as an only child with no siblings, or he is neither a person who spills a lot of food on his clothing nor grew up as an only child with no siblings. ']","['∀x (Spill(x) → ¬Tidy(x))', '∀x (Foodie(x) → Spill(x))', '∀x (OnlyChild(x) → Tidy(x))', '∀x (BusyParents(x) → OnlyChild(x))', '∀x (HighIncome(x) → BusyParents(x))', '(Spill(peter) ∧ OnlyChild(peter)) ∨ ¬Spill(peter) ∧ ¬OnlyChild(peter))']",Peter is either a foodie who goes out frequently to find new food restaurants to try or belongs to a household with a high net income.,Foodie(peter) ∨ HighIncome(peter),FALSE,"['It is not the case that if people do not neglect their tidying, then they avoid spilling a great deal of food on their clothing and do not find pleasure in the act of cleaning.', 'For any person, it is not that they fail to frequently venture to new dining establishments unless they make a habit of greatly spilling food on their attire.', 'It holds that for every individual who fails to consistently maintain tidy surroundings, they must not have been raised without siblings.', 'If individuals did not have parents whose occupations consume much of their time, then they did not experience a solitary upbringing devoid of siblings.', 'It is false that there exists a person belonging to a family lacking high net income whose parents are exceedingly occupied with jobs.', 'Peter exists in a dichotomy where he embodies neither the archetype of a person who refrains from spilling abundant food on clothing nor one who is not an only child, or he diverges entirely into spilling and lone childhood.']","['¬∀x (¬¬Spill(x) ∧ ¬Tidy(x) ∨ ¬EnjoyCleaning(x))', '¬∃x (¬¬Foodie(x) ∨ ¬¬Spill(x))', '∀x ((¬¬Tidy(x) → ¬¬OnlyChild(x)))', '∀x (¬¬BusyParents(x) ∧ ¬¬OnlyChild(x))', '¬¬∃x (¬¬HighIncome(x) ∨ ¬¬BusyParents(x))', '((¬¬Spill(peter) ∧ ¬¬OnlyChild(peter)) ∨ ¬(¬Spill(peter) ∧ ¬OnlyChild(peter)))']",Peter is either a foodie who goes out frequently to find new food restaurants to try or belongs to a household with a high net income.,Foodie(peter) ∨ HighIncome(peter),FALSE
73,"['If people spill a lot of food on their clothing, then they do not tidy their spaces consistently and enjoy the process of cleaning.', 'All foodies who go out frequently to find new food restaurants to try are people who spill a lot of food on their clothing.', 'If people grew up as only children with no siblings, then they tidy their spaces consistently and enjoy the process of cleaning.', 'If people have parents who are very busy with their regular jobs, then they grew up as only children with no siblings.', 'All households with a high net income have people who have parents who are very busy with their regular jobs.', 'Peter is either both a person who spills a lot of food on his clothing and grew up as an only child with no siblings, or he is neither a person who spills a lot of food on his clothing nor grew up as an only child with no siblings. ']","['∀x (Spill(x) → ¬Tidy(x))', '∀x (Foodie(x) → Spill(x))', '∀x (OnlyChild(x) → Tidy(x))', '∀x (BusyParents(x) → OnlyChild(x))', '∀x (HighIncome(x) → BusyParents(x))', '(Spill(peter) ∧ OnlyChild(peter)) ∨ ¬Spill(peter) ∧ ¬OnlyChild(peter))']",Peter is either a foodie who goes out frequently to find new food restaurants to try and belong to a household with a high net income or he is a foodie who goes out frequently to find new food restaurants to try nor belongs to a household with a high net income.,(Foodie(peter) ∧ HighIncome(peter)) ∨ ¬Foodie(peter) ∧ ¬HighIncome(peter)),TRUE,"['In scenarios where individuals do not find the act of cleaning delightful and fail to regularly organize their surroundings, it invariably follows that such individuals experience substantial amounts of food being distributed onto their attire.', 'There exists an implication that all individuals who frequently pursue undetermined culinary experiences are, with potent certainty, those who find their garments persistently marked by food residue.', 'If, and only if, individuals maintain consistency in ordering their habitats and take pleasure in the act of tidying, then it suggests an upbringing devoid of sibling interaction characterized their formative years.', 'The presence of parental figures engrossed vastly in occupational endeavors predicates a childhood shaped singularly with the absence of fraternal or sororal companionship.', 'A quantifiable assertion claims that if households demonstrate a considerable wealth bracket, then an inevitable truth is the presence of industrious progenitors preoccupied with professional commitments.', 'It stands that Peter exhibits either the dual characteristics of being prone to food mishaps concurrently with experiencing a siblingless upbringing, or else he embodies neither of these states simultaneously.']","['¬∃x (¬¬Tidy(x) ∧ ¬EnjoyCleaning(x) → ¬Spill(x))', '¬∃x (¬Foodie(x) ∧ ¬Spill(x))', '∀x ((OnlyChild(x) ↔ Tidy(x)) ∧ (Tidy(x) → EnjoyCleaning(x)))', '¬∀x (¬BusyParents(x) ∨ OnlyChild(x))', '¬∀x (¬HighIncome(x) ∨ BusyParents(x))', '(¬ (¬Spill(peter) ∨ ¬OnlyChild(peter))) ∨ (Spill(peter) ∧ OnlyChild(peter))']",Peter is either a foodie who goes out frequently to find new food restaurants to try and belong to a household with a high net income or he is a foodie who goes out frequently to find new food restaurants to try nor belongs to a household with a high net income.,(Foodie(peter) ∧ HighIncome(peter)) ∨ ¬Foodie(peter) ∧ ¬HighIncome(peter)),TRUE
74,"['The Picuris Mountains are a mountain range in New Mexico or Texas.', 'Juan de Onate visited the Picuris Mountains.', 'The Harding Pegmatite Mine, located in the Picuris Mountains, was donated.', 'There are no mountain ranges in texas that have mines which have been donated.']","['MountainRange(picurismountains) ∧ In(picurismountains, newmexico) ∨ In(picurismountains, texas)', 'Visited(juandeonate, picurismountains)', 'In(hardingpegmatitemine, picurismountains) ∧ Mine(hardingpegmatitemine) ∧ Donated(hardingpegmatitemine)', '∀x ∀y (Mine(x) ∧ Donated(x) ∧ In(x, y) ∧ MountainRange(y) → ¬In(y, texas))']",Juan de Onate visited a mountain range in New Mexico.,"∃x (Visited(juandeonate, x) ∧ MountainRange(x) ∧ In(x, newmexico))",TRUE,"['It is not the case that it is not true that either the Picuris Mountains are a mountain range in New Mexico and it is not the case that they are not also in Texas, or they are in Texas and it is not the case that they are not in New Mexico.', 'If it is not the case that Juan de Onate did not visit the Picuris Mountains, then it is not true that he did not visit them.', ""The Harding Pegmatite Mine's location is such that it is located in the Picuris Mountains and it is the case that the mine was donated."", 'It is not the case that there exists a mine in Texas with both the properties of being located in a mountain range and being donated.']","['¬¬((MountainRange(picurismountains) ∧ ¬¬In(picurismountains, newmexico)) ∨ (In(picurismountains, texas) ∧ ¬¬MountainRange(picurismountains)))', '¬(¬Visited(juandeonate, picurismountains) ∨ ¬Visited(juandeonate, picurismountains))', '(In(hardingpegmatitemine, picurismountains) ∧ Mine(hardingpegmatitemine)) ∧ Donated(hardingpegmatitemine)', '¬∃x ∃y (Mine(x) ∧ Donated(x) ∧ In(x, y) ∧ MountainRange(y) ∧ In(y, texas))']",Juan de Onate visited a mountain range in New Mexico.,"∃x (Visited(juandeonate, x) ∧ MountainRange(x) ∧ In(x, newmexico))",TRUE
75,"['The Picuris Mountains are a mountain range in New Mexico or Texas.', 'Juan de Onate visited the Picuris Mountains.', 'The Harding Pegmatite Mine, located in the Picuris Mountains, was donated.', 'There are no mountain ranges in texas that have mines which have been donated.']","['MountainRange(picurismountains) ∧ In(picurismountains, newmexico) ∨ In(picurismountains, texas)', 'Visited(juandeonate, picurismountains)', 'In(hardingpegmatitemine, picurismountains) ∧ Mine(hardingpegmatitemine) ∧ Donated(hardingpegmatitemine)', '∀x ∀y (Mine(x) ∧ Donated(x) ∧ In(x, y) ∧ MountainRange(y) → ¬In(y, texas))']",The Harding Pegmatite Mine is not located in a mountain range in New Mexico.,"∀x (MountainRange(x) ∧ In(hardingpegmatitemine, x) → ¬In(x, newmexico))",FALSE,"[""The assertion that the Picuris Mountains exist in New Mexico or Texas is equivalent to saying it is not the case that they don't exist in neither New Mexico nor Texas."", 'If it is not true that Juan de Onate did not visit the Picuris Mountains, then it must necessarily be the case that he did.', 'If any entity exists that qualifies as a mine, is named Harding Pegmatite, and resides in the Picuris Mountains, it follows that donation pertains to it.', 'It is not the case that there is a mountain range in Texas such that a mine resides there, with the condition of donation being satisfied.']","['¬(¬In(picurismountains, newmexico) ∧ ¬In(picurismountains, texas)) ↔ (MountainRange(picurismountains) ∧ (In(picurismountains, newmexico) ∨ In(picurismountains, texas)))', '¬Visited(juandeonate, picurismountains) → ¬¬Visited(juandeonate, picurismountains)', '∃x (In(hardingpegmatitemine, picurismountains) ∧ Mine(hardingpegmatitemine) → (MountainRange(picurismountains) ∧ Donated(hardingpegmatitemine)))', '¬∃y ∃x (Mine(x) ∧ Donated(x) ∧ In(x, y) ∧ MountainRange(y) ∧ In(y, texas))']",The Harding Pegmatite Mine is not located in a mountain range in New Mexico.,"∀x (MountainRange(x) ∧ In(hardingpegmatitemine, x) → ¬In(x, newmexico))",FALSE
76,"[""If a man is taller than another man, the taller one can block the other's shooting."", 'Michael is a man who is taller than everyone else in his class.', 'If person x is taller than person y, and person y is taller than person z, than x is taller than z', 'Peter is a man who is taller than Michael.', 'Michael can block any shooting from a person as long as the person does not jump when shooting.', ""Michael cannot block Windy's shooting."", 'Every shooter who can jump when shooting is a great shooter.']","['∀x ∀y (IsMan(x) ∧ IsMan(y) ∧ Taller(x, y) → CanBlock(x, y))', '∀x (IsMan(x) ∧ SameClass(x, michael) ∧ ¬Be(x, michael) → Taller(michael, x))', '∀x ∀y ∀z ((Taller(x, y) ∧ Taller(y, z)) → Taller(x, z))', 'IsMan(peter) ∧ Taller(peter, michael)', '∀x (¬JumpWhenShooting(x) → CanBlock(michael, x))', '¬CanBlock(michael, windy)', '∀x (JumpWhenShooting(x) → GreatShooter(x))']",Peter is shorter than a man in Michael's class.,"∃x (IsMan(x) ∧ SameClass(x, michael) ∧ ¬Be(x, michael) ∧ ¬Taller(peter, x))",FALSE,"['In the absence of situations where man x is incapable of defending against man y, it must be that man x is not taller than man y, assuming all involved are men.', ""It is not the case that there exists a man in Michael's class who surpasses Michael in height, such that Michael is not taller than the individual."", 'Whenever it is not the scenario that a person x is not taller than a person z, given that x is not shorter than y and y is not shorter than z, it is unlikely for x to not be shorter than z.', 'Suppose Peter is not a man who is not taller than Michael.', 'Negation of the claim that Michael cannot block a shooter unless this shooter refrains from leaping during the act of shooting.', 'It is not the situation that Michael can impede Windy’s shooting.', 'If the condition where a shooter performs while not jumping does not hold, then it is untrue that such a shooter attains greatness in shooting.']","['¬¬∀x ¬¬∀y (IsMan(x) ∧ IsMan(y) ∧ ¬(¬Taller(x, y) ∧ CanBlock(x, y)))', '¬∃x (IsMan(x) ∧ SameClass(x, michael) ∧ ¬Be(x, michael) ∧ ¬Taller(michael, x))', '¬¬∀x (¬¬∀y (∀z ((¬¬Taller(x, y) ∧ ¬¬Taller(y, z)) ∧ ¬¬¬Taller(x, z))))', 'It is not true that ¬(IsMan(peter) ∧ ¬Taller(peter, michael))', '¬¬∀x ((¬¬JumpWhenShooting(x) ∨ CanBlock(michael, x)))', '¬(¬¬CanBlock(michael, windy))', '¬¬∀x ((¬¬JumpWhenShooting(x) ∧ ¬¬GreatShooter(x)))']",Peter is shorter than a man in Michael's class.,"∃x (IsMan(x) ∧ SameClass(x, michael) ∧ ¬Be(x, michael) ∧ ¬Taller(peter, x))",FALSE
